File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF365PMR	bed narrowPeak	peaks and background as input for IDR	ENCSR122IXI	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										sc-dmelanogaster	DNA					False	2017-12-21	modENCODE				2							ENCFF352JNB, ENCFF395KVD	774106	Kevin White, UChicago	4b8baa1627536c54d7e2c1472dd8b80f		https://www.encodeproject.org/files/ENCFF365PMR/@@download/ENCFF365PMR.bed.gz	dm3				released	s3://encode-public/2017/12/18/0a469c91-9c57-409c-aa81-79dfd966cf92/ENCFF365PMR.bed.gz				
ENCFF646OEM	bed narrowPeak	peaks and background as input for IDR	ENCSR122IXI	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										sc-dmelanogaster	DNA					False	2017-12-21	modENCODE				1							ENCFF280TBQ, ENCFF395KVD	769423	Kevin White, UChicago	f4d9a101d9f31057f75d845f70f459de		https://www.encodeproject.org/files/ENCFF646OEM/@@download/ENCFF646OEM.bed.gz	dm3				released	s3://encode-public/2017/12/18/38c5cb90-d3a3-47e1-bb94-1aacd64ab646/ENCFF646OEM.bed.gz				
ENCFF493JNB	bed narrowPeak	optimal IDR thresholded peaks	ENCSR122IXI	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										sc-dmelanogaster	DNA					False	2017-12-21	modENCODE				1, 2							ENCFF365PMR, ENCFF646OEM, ENCFF991WXD	384	Kevin White, UChicago	a2718871c89964e4e69f187663650f19		https://www.encodeproject.org/files/ENCFF493JNB/@@download/ENCFF493JNB.bed.gz	dm3				released	s3://encode-public/2017/12/18/cf6649f0-ebe9-4da1-87b4-7d93aafffeb6/ENCFF493JNB.bed.gz				
ENCFF995CXX	bed narrowPeak	peaks and background as input for IDR	ENCSR122IXI	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										sc-dmelanogaster	DNA					False	2017-12-21	modENCODE				1							ENCFF112HOO, ENCFF317VRM	766078	Kevin White, UChicago	c965f8331ad149695db281e945572575		https://www.encodeproject.org/files/ENCFF995CXX/@@download/ENCFF995CXX.bed.gz	dm6				released	s3://encode-public/2017/12/18/fd08cabd-15c5-4ca2-8ba8-ff61ff2b6ede/ENCFF995CXX.bed.gz				
ENCFF213TNU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR122IXI	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										sc-dmelanogaster	DNA					False	2017-12-21	modENCODE				1, 2							ENCFF187YAR, ENCFF745VUS, ENCFF995CXX	153	Kevin White, UChicago	7cf8846a0258880bb139f8d99c32c30f		https://www.encodeproject.org/files/ENCFF213TNU/@@download/ENCFF213TNU.bed.gz	dm6				released	s3://encode-public/2017/12/18/dd73ea7e-ebc1-47ec-bfee-ef00a532ddbb/ENCFF213TNU.bed.gz				
ENCFF745VUS	bed narrowPeak	peaks and background as input for IDR	ENCSR122IXI	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										sc-dmelanogaster	DNA					False	2017-12-21	modENCODE				2							ENCFF317VRM, ENCFF741LIS	776346	Kevin White, UChicago	e6bf6c75a1c1ceaf6e29065fef4bf869		https://www.encodeproject.org/files/ENCFF745VUS/@@download/ENCFF745VUS.bed.gz	dm6				released	s3://encode-public/2017/12/18/f517f22c-4202-4e04-9104-b4200154efcd/ENCFF745VUS.bed.gz				
ENCFF187YAR	bed narrowPeak	peaks and background as input for IDR	ENCSR122IXI	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										sc-dmelanogaster	DNA					False	2017-12-21	modENCODE				1, 2							ENCFF112HOO, ENCFF317VRM, ENCFF741LIS	781892	Kevin White, UChicago	3ead11bf17837627ccd79e891831f3cd		https://www.encodeproject.org/files/ENCFF187YAR/@@download/ENCFF187YAR.bed.gz	dm6				released	s3://encode-public/2017/12/18/ada4ae7d-a6f7-4cc1-91e4-8cac66bfda80/ENCFF187YAR.bed.gz				
ENCFF886ZJI	bed narrowPeak	peaks and background as input for IDR	ENCSR249JVE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										hth-dmelanogaster	DNA					False	2017-12-19	modENCODE				1							ENCFF317VRM, ENCFF664DIS	787874	Kevin White, UChicago	ad3ec315a3df6f0da4398e2b39f73002		https://www.encodeproject.org/files/ENCFF886ZJI/@@download/ENCFF886ZJI.bed.gz	dm6				released	s3://encode-public/2017/12/18/46bc6aed-2901-4c85-bfbd-1abf5540b0c0/ENCFF886ZJI.bed.gz				
ENCFF743QNO	bed narrowPeak	peaks and background as input for IDR	ENCSR249JVE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										hth-dmelanogaster	DNA					False	2017-12-19	modENCODE				2							ENCFF317VRM, ENCFF323FCD	779788	Kevin White, UChicago	d82c80897dc47d3bed2b400eff2065d8		https://www.encodeproject.org/files/ENCFF743QNO/@@download/ENCFF743QNO.bed.gz	dm6				released	s3://encode-public/2017/12/18/5534e356-4d80-4ea5-98ed-1578f738f9ea/ENCFF743QNO.bed.gz				
ENCFF863QDP	bed narrowPeak	peaks and background as input for IDR	ENCSR249JVE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										hth-dmelanogaster	DNA					False	2017-12-19	modENCODE				2							ENCFF395KVD, ENCFF595POY	779747	Kevin White, UChicago	58d76521b3a82a3fcc0eb44bcabc4e4e		https://www.encodeproject.org/files/ENCFF863QDP/@@download/ENCFF863QDP.bed.gz	dm3				released	s3://encode-public/2017/12/18/4f85ed5c-4a1e-4dda-be2b-57c5af4d77c3/ENCFF863QDP.bed.gz				
ENCFF663WXB	bed narrowPeak	peaks and background as input for IDR	ENCSR249JVE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										hth-dmelanogaster	DNA					False	2017-12-19	modENCODE				1, 2							ENCFF395KVD, ENCFF595POY, ENCFF630ZKT	790189	Kevin White, UChicago	53d5343d22365e742e32dc729a6d1dd4		https://www.encodeproject.org/files/ENCFF663WXB/@@download/ENCFF663WXB.bed.gz	dm3				released	s3://encode-public/2017/12/18/525c1a2e-15c2-492b-8609-c846a4c8a2bc/ENCFF663WXB.bed.gz				
ENCFF409XDO	bed narrowPeak	peaks and background as input for IDR	ENCSR249JVE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										hth-dmelanogaster	DNA					False	2017-12-19	modENCODE				1							ENCFF395KVD, ENCFF630ZKT	784909	Kevin White, UChicago	313b9c6fc11e0e15731516fb7152484f		https://www.encodeproject.org/files/ENCFF409XDO/@@download/ENCFF409XDO.bed.gz	dm3				released	s3://encode-public/2017/12/18/31378939-740c-4988-ae44-bee498ac0f03/ENCFF409XDO.bed.gz				
ENCFF199MFW	bed narrowPeak	optimal IDR thresholded peaks	ENCSR249JVE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										hth-dmelanogaster	DNA					False	2017-12-19	modENCODE				1, 2							ENCFF409XDO, ENCFF663WXB, ENCFF863QDP	10529	Kevin White, UChicago	542bcb231f16fee81b2238c0700b4323		https://www.encodeproject.org/files/ENCFF199MFW/@@download/ENCFF199MFW.bed.gz	dm3				released	s3://encode-public/2017/12/18/01c76665-4cec-4712-803a-6b4dbcb24dfd/ENCFF199MFW.bed.gz				
ENCFF695NUV	bed narrowPeak	optimal IDR thresholded peaks	ENCSR249JVE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										hth-dmelanogaster	DNA					False	2017-12-19	modENCODE				1, 2							ENCFF217CQM, ENCFF743QNO, ENCFF886ZJI	3572	Kevin White, UChicago	fbde532d2608f6cf978159dbe5522fde		https://www.encodeproject.org/files/ENCFF695NUV/@@download/ENCFF695NUV.bed.gz	dm6				released	s3://encode-public/2017/12/18/b495ca89-32da-4b80-a281-9c24401b289e/ENCFF695NUV.bed.gz				
ENCFF217CQM	bed narrowPeak	peaks and background as input for IDR	ENCSR249JVE	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										hth-dmelanogaster	DNA					False	2017-12-19	modENCODE				1, 2							ENCFF317VRM, ENCFF323FCD, ENCFF664DIS	790637	Kevin White, UChicago	7633ea10c34a405a78997ee2e91d1fd2		https://www.encodeproject.org/files/ENCFF217CQM/@@download/ENCFF217CQM.bed.gz	dm6				released	s3://encode-public/2017/12/18/85e71cdd-ebeb-4c95-9a81-b6ed094056a2/ENCFF217CQM.bed.gz				
ENCFF202FPD	bed narrowPeak	peaks and background as input for IDR	ENCSR821QQH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										h-dmelanogaster	DNA					False	2017-12-19	modENCODE				1							ENCFF163YEN, ENCFF692GXY	778556	Kevin White, UChicago	494b333be21c88327e171731e6bf0a97		https://www.encodeproject.org/files/ENCFF202FPD/@@download/ENCFF202FPD.bed.gz	dm3				released	s3://encode-public/2017/07/02/52ee5ef4-1227-41f4-8cdc-8d39c76a0053/ENCFF202FPD.bed.gz				
ENCFF009OQJ	bed narrowPeak	peaks and background as input for IDR	ENCSR821QQH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										h-dmelanogaster	DNA					False	2017-12-19	modENCODE				2							ENCFF541DUT, ENCFF692GXY	772515	Kevin White, UChicago	30824d6e69922ab2018bc4926cdae4b1		https://www.encodeproject.org/files/ENCFF009OQJ/@@download/ENCFF009OQJ.bed.gz	dm3				released	s3://encode-public/2017/07/02/99399c07-dac2-4bd0-8a28-f9c312e6c597/ENCFF009OQJ.bed.gz				
ENCFF305JHC	bed narrowPeak	peaks and background as input for IDR	ENCSR821QQH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										h-dmelanogaster	DNA					False	2017-12-19	modENCODE				1, 2							ENCFF163YEN, ENCFF541DUT, ENCFF692GXY	782558	Kevin White, UChicago	179906a572caed97d2434609db9f83f8		https://www.encodeproject.org/files/ENCFF305JHC/@@download/ENCFF305JHC.bed.gz	dm3				released	s3://encode-public/2017/07/02/20c2d984-610d-4bc9-bd47-a95fa14472f3/ENCFF305JHC.bed.gz				
ENCFF285IVM	bed narrowPeak	optimal IDR thresholded peaks	ENCSR821QQH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										h-dmelanogaster	DNA					False	2017-12-19	modENCODE				1, 2							ENCFF009OQJ, ENCFF202FPD, ENCFF305JHC	2184	Kevin White, UChicago	e1c46a725a54077b70ea8b6c63f3c7b6		https://www.encodeproject.org/files/ENCFF285IVM/@@download/ENCFF285IVM.bed.gz	dm3				released	s3://encode-public/2017/07/02/3a734b44-bc8e-4d8d-bd57-03c60c4fd5fa/ENCFF285IVM.bed.gz				
ENCFF850SFF	bed narrowPeak	peaks and background as input for IDR	ENCSR821QQH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										h-dmelanogaster	DNA					False	2017-12-19	modENCODE				1							ENCFF120ETC, ENCFF732VEJ	778733	Kevin White, UChicago	20a459d926887919861dd56b349a3902		https://www.encodeproject.org/files/ENCFF850SFF/@@download/ENCFF850SFF.bed.gz	dm6				released	s3://encode-public/2017/07/02/2e4ab1fa-6495-45e2-a26a-9d92ccb1808b/ENCFF850SFF.bed.gz				
ENCFF479FSN	bed narrowPeak	peaks and background as input for IDR	ENCSR821QQH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										h-dmelanogaster	DNA					False	2017-12-19	modENCODE				2							ENCFF478DJM, ENCFF732VEJ	774860	Kevin White, UChicago	3f7e4bed4a5f307928c949bc27c5083f		https://www.encodeproject.org/files/ENCFF479FSN/@@download/ENCFF479FSN.bed.gz	dm6				released	s3://encode-public/2017/07/02/5fa4bdc5-68fd-4603-b641-8b90b4f38195/ENCFF479FSN.bed.gz				
ENCFF577OCN	bed narrowPeak	peaks and background as input for IDR	ENCSR821QQH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										h-dmelanogaster	DNA					False	2017-12-19	modENCODE				1, 2							ENCFF120ETC, ENCFF478DJM, ENCFF732VEJ	782987	Kevin White, UChicago	6d40e06d3c73e9963507dd3439dcbac3		https://www.encodeproject.org/files/ENCFF577OCN/@@download/ENCFF577OCN.bed.gz	dm6				released	s3://encode-public/2017/07/02/2b9ffc35-818b-4d80-a12f-c4fb42ce841b/ENCFF577OCN.bed.gz				
ENCFF803TRO	bed narrowPeak	optimal IDR thresholded peaks	ENCSR821QQH	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										h-dmelanogaster	DNA					False	2017-12-19	modENCODE				1, 2							ENCFF479FSN, ENCFF577OCN, ENCFF850SFF	2199	Kevin White, UChicago	1cd83eb5e058219e316315ca55d21aa6		https://www.encodeproject.org/files/ENCFF803TRO/@@download/ENCFF803TRO.bed.gz	dm6				released	s3://encode-public/2017/07/02/de2f0d11-7748-4913-b214-6a0731454ff9/ENCFF803TRO.bed.gz				
ENCFF380UWR	bed narrowPeak	optimal IDR thresholded peaks	ENCSR599DVZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/exd-dmelanogaster/				Tbp-dmelanogaster	DNA					False	2018-02-05	modENCODE				1, 2							ENCFF065QYZ, ENCFF590XPB, ENCFF751ADS	17638	Kevin White, UChicago	4950dca9b7e32142fb3867ce181045fb		https://www.encodeproject.org/files/ENCFF380UWR/@@download/ENCFF380UWR.bed.gz	dm3				released	s3://encode-public/2017/12/27/a04ec4ce-132c-4df0-a41f-9bdf51e769df/ENCFF380UWR.bed.gz				
ENCFF590XPB	bed narrowPeak	peaks and background as input for IDR	ENCSR599DVZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/exd-dmelanogaster/				Tbp-dmelanogaster	DNA					False	2018-02-05	modENCODE				1, 2							ENCFF007WNJ, ENCFF233BVQ, ENCFF732VPR	790698	Kevin White, UChicago	e8062ea181903b19e1edcf6b30aff9f3		https://www.encodeproject.org/files/ENCFF590XPB/@@download/ENCFF590XPB.bed.gz	dm3				released	s3://encode-public/2017/12/27/edd1aa18-0403-458b-a759-cf2df71b6634/ENCFF590XPB.bed.gz				
ENCFF751ADS	bed narrowPeak	peaks and background as input for IDR	ENCSR599DVZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/exd-dmelanogaster/				Tbp-dmelanogaster	DNA					False	2018-02-05	modENCODE				1							ENCFF007WNJ, ENCFF732VPR	787918	Kevin White, UChicago	91bc53c179a449b9ce50b0390efb7bb0		https://www.encodeproject.org/files/ENCFF751ADS/@@download/ENCFF751ADS.bed.gz	dm3				released	s3://encode-public/2017/12/27/a413ae96-7f61-429a-a389-554aecd01e09/ENCFF751ADS.bed.gz				
ENCFF601IRM	bed narrowPeak	peaks and background as input for IDR	ENCSR599DVZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/exd-dmelanogaster/				Tbp-dmelanogaster	DNA					False	2018-02-05	modENCODE				1, 2							ENCFF238NJX, ENCFF722UDZ, ENCFF914AWO	794132	Kevin White, UChicago	90e28fef9a2e9e0576cc9b171dfefc36		https://www.encodeproject.org/files/ENCFF601IRM/@@download/ENCFF601IRM.bed.gz	dm6				released	s3://encode-public/2017/12/27/066d12e7-1b54-4604-901f-78518a2229e9/ENCFF601IRM.bed.gz				
ENCFF280NHA	bed narrowPeak	optimal IDR thresholded peaks	ENCSR599DVZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/exd-dmelanogaster/				Tbp-dmelanogaster	DNA					False	2018-02-05	modENCODE				1, 2							ENCFF046HLA, ENCFF601IRM, ENCFF993LHR	8428	Kevin White, UChicago	5c0492a4676cc237e83a7552ed0d590e		https://www.encodeproject.org/files/ENCFF280NHA/@@download/ENCFF280NHA.bed.gz	dm6				released	s3://encode-public/2017/12/27/bd70feb5-fbed-4fd8-a802-09cd4aed0078/ENCFF280NHA.bed.gz				
ENCFF065QYZ	bed narrowPeak	peaks and background as input for IDR	ENCSR599DVZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/exd-dmelanogaster/				Tbp-dmelanogaster	DNA					False	2018-02-05	modENCODE				2							ENCFF233BVQ, ENCFF732VPR	764014	Kevin White, UChicago	3f18dc07664f338442d4ab1eae2cc7cb		https://www.encodeproject.org/files/ENCFF065QYZ/@@download/ENCFF065QYZ.bed.gz	dm3				released	s3://encode-public/2017/12/27/f55c66aa-d52a-4518-85f4-82b64c131905/ENCFF065QYZ.bed.gz				
ENCFF993LHR	bed narrowPeak	peaks and background as input for IDR	ENCSR599DVZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/exd-dmelanogaster/				Tbp-dmelanogaster	DNA					False	2018-02-05	modENCODE				1							ENCFF238NJX, ENCFF722UDZ	787579	Kevin White, UChicago	f33c1d1b9a27f329bee7d2148cc53ae1		https://www.encodeproject.org/files/ENCFF993LHR/@@download/ENCFF993LHR.bed.gz	dm6				released	s3://encode-public/2017/12/27/9a3f5fc5-a997-4605-908d-24ab99b2d419/ENCFF993LHR.bed.gz				
ENCFF046HLA	bed narrowPeak	peaks and background as input for IDR	ENCSR599DVZ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/exd-dmelanogaster/				Tbp-dmelanogaster	DNA					False	2018-02-05	modENCODE				2							ENCFF238NJX, ENCFF914AWO	761178	Kevin White, UChicago	439aab13825b0b276b88f48148a9de66		https://www.encodeproject.org/files/ENCFF046HLA/@@download/ENCFF046HLA.bed.gz	dm6				released	s3://encode-public/2017/12/27/b7ec03b2-851f-43cc-b5f2-b961bb5f8a12/ENCFF046HLA.bed.gz				
ENCFF573GVG	bed narrowPeak	optimal IDR thresholded peaks	ENCSR271OGF	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										prd-dmelanogaster	DNA					False	2017-12-21	modENCODE				1, 2							ENCFF031CIS, ENCFF375KYE, ENCFF633PPZ	1087	Kevin White, UChicago	f237689bf0f7e05a72d6ff985255f9dc		https://www.encodeproject.org/files/ENCFF573GVG/@@download/ENCFF573GVG.bed.gz	dm6				released	s3://encode-public/2017/12/20/2668f154-9f52-4a76-abaf-3740fac10101/ENCFF573GVG.bed.gz				
ENCFF082AHK	bed narrowPeak	optimal IDR thresholded peaks	ENCSR271OGF	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										prd-dmelanogaster	DNA					False	2017-12-21	modENCODE				1, 2							ENCFF158FUQ, ENCFF611SGA, ENCFF859PAJ	2699	Kevin White, UChicago	e26070c64790155ec96e2c41a16e798c		https://www.encodeproject.org/files/ENCFF082AHK/@@download/ENCFF082AHK.bed.gz	dm3				released	s3://encode-public/2017/12/20/f323a927-db20-4518-9bd5-1c2df18d2ab0/ENCFF082AHK.bed.gz				
ENCFF611SGA	bed narrowPeak	peaks and background as input for IDR	ENCSR271OGF	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										prd-dmelanogaster	DNA					False	2017-12-21	modENCODE				1, 2							ENCFF360JAP, ENCFF451HVT, ENCFF864TDQ	756456	Kevin White, UChicago	5d2229b5b081cfa22c154e3d14584d20		https://www.encodeproject.org/files/ENCFF611SGA/@@download/ENCFF611SGA.bed.gz	dm3				released	s3://encode-public/2017/12/20/702f5411-039e-4d70-b634-41fa0000a88f/ENCFF611SGA.bed.gz				
ENCFF859PAJ	bed narrowPeak	peaks and background as input for IDR	ENCSR271OGF	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										prd-dmelanogaster	DNA					False	2017-12-21	modENCODE				2							ENCFF360JAP, ENCFF451HVT	758927	Kevin White, UChicago	6e60b28591f6c9b12f16e3d2f107c6b2		https://www.encodeproject.org/files/ENCFF859PAJ/@@download/ENCFF859PAJ.bed.gz	dm3				released	s3://encode-public/2017/12/20/deef72c9-7f01-4be8-b8c4-85f2a51f0bae/ENCFF859PAJ.bed.gz				
ENCFF158FUQ	bed narrowPeak	peaks and background as input for IDR	ENCSR271OGF	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										prd-dmelanogaster	DNA					False	2017-12-21	modENCODE				1							ENCFF451HVT, ENCFF864TDQ	751801	Kevin White, UChicago	f1b0e1c87a1099497e75b4eac4382c22		https://www.encodeproject.org/files/ENCFF158FUQ/@@download/ENCFF158FUQ.bed.gz	dm3				released	s3://encode-public/2017/12/20/8188e903-8fda-49f4-af6d-783236dfad99/ENCFF158FUQ.bed.gz				
ENCFF375KYE	bed narrowPeak	peaks and background as input for IDR	ENCSR271OGF	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										prd-dmelanogaster	DNA					False	2017-12-21	modENCODE				2							ENCFF474OJW, ENCFF800RTX	756096	Kevin White, UChicago	d172227d953bff4acb9cfedfa9c13ef2		https://www.encodeproject.org/files/ENCFF375KYE/@@download/ENCFF375KYE.bed.gz	dm6				released	s3://encode-public/2017/12/20/b124fac8-c61f-46a5-bf1d-5a0169182885/ENCFF375KYE.bed.gz				
ENCFF031CIS	bed narrowPeak	peaks and background as input for IDR	ENCSR271OGF	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										prd-dmelanogaster	DNA					False	2017-12-21	modENCODE				1, 2							ENCFF275OAL, ENCFF474OJW, ENCFF800RTX	730911	Kevin White, UChicago	77958467f6a8fa01fed7b78f492a703a		https://www.encodeproject.org/files/ENCFF031CIS/@@download/ENCFF031CIS.bed.gz	dm6				released	s3://encode-public/2017/12/20/d6cc0097-c726-46b0-8e65-b7eafb7b4c80/ENCFF031CIS.bed.gz				
ENCFF633PPZ	bed narrowPeak	peaks and background as input for IDR	ENCSR271OGF	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster										prd-dmelanogaster	DNA					False	2017-12-21	modENCODE				1							ENCFF275OAL, ENCFF800RTX	752451	Kevin White, UChicago	58f0adbb5fc14572178425122ba0faa5		https://www.encodeproject.org/files/ENCFF633PPZ/@@download/ENCFF633PPZ.bed.gz	dm6				released	s3://encode-public/2017/12/20/95cd777c-3dc0-474d-b9c7-afc4e7d92fcc/ENCFF633PPZ.bed.gz				
ENCFF813IAR	bed narrowPeak	peaks and background as input for IDR	ENCSR829ZIC	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/N-dmelanogaster/				N-dmelanogaster	DNA					False	2018-02-05	modENCODE				1							ENCFF042RLD, ENCFF367KMH	773513	Kevin White, UChicago	1167e8f1eb8448e838a167ca501d31b5		https://www.encodeproject.org/files/ENCFF813IAR/@@download/ENCFF813IAR.bed.gz	dm6				released	s3://encode-public/2017/12/24/34f92d67-348b-4638-ab98-3b10116f2aad/ENCFF813IAR.bed.gz				
ENCFF577PBK	bed narrowPeak	peaks and background as input for IDR	ENCSR829ZIC	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/N-dmelanogaster/				N-dmelanogaster	DNA					False	2018-02-05	modENCODE				1, 2							ENCFF042RLD, ENCFF367KMH, ENCFF433GXZ	781133	Kevin White, UChicago	33f1b37c69a0adc4543b9436312d2152		https://www.encodeproject.org/files/ENCFF577PBK/@@download/ENCFF577PBK.bed.gz	dm6				released	s3://encode-public/2017/12/24/e3508cb0-398c-48f3-949e-9c293d1f8bc7/ENCFF577PBK.bed.gz				
ENCFF604COI	bed narrowPeak	peaks and background as input for IDR	ENCSR829ZIC	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/N-dmelanogaster/				N-dmelanogaster	DNA					False	2018-02-05	modENCODE				1							ENCFF855WHN, ENCFF988ORH	773816	Kevin White, UChicago	b13681721b1a794566be18dfc950dae0		https://www.encodeproject.org/files/ENCFF604COI/@@download/ENCFF604COI.bed.gz	dm3				released	s3://encode-public/2017/12/24/0ac090b1-d34c-4bb3-a5c8-b9bb918e2c21/ENCFF604COI.bed.gz				
ENCFF974FDL	bed narrowPeak	peaks and background as input for IDR	ENCSR829ZIC	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/N-dmelanogaster/				N-dmelanogaster	DNA					False	2018-02-05	modENCODE				1, 2							ENCFF598PCG, ENCFF855WHN, ENCFF988ORH	777720	Kevin White, UChicago	859ad584eb8d16c634bb89abe7bb089f		https://www.encodeproject.org/files/ENCFF974FDL/@@download/ENCFF974FDL.bed.gz	dm3				released	s3://encode-public/2017/12/24/0cfa08f1-1bd2-4b63-b4bd-d1872d4f2d05/ENCFF974FDL.bed.gz				
ENCFF701QAP	bed narrowPeak	peaks and background as input for IDR	ENCSR829ZIC	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/N-dmelanogaster/				N-dmelanogaster	DNA					False	2018-02-05	modENCODE				2							ENCFF598PCG, ENCFF855WHN	773115	Kevin White, UChicago	e669f99b687c9f8d3c9e7e589bfa84d9		https://www.encodeproject.org/files/ENCFF701QAP/@@download/ENCFF701QAP.bed.gz	dm3				released	s3://encode-public/2017/12/24/89666c62-78a8-4737-851d-f8bd432a10fe/ENCFF701QAP.bed.gz				
ENCFF076NRF	bed narrowPeak	optimal IDR thresholded peaks	ENCSR829ZIC	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/N-dmelanogaster/				N-dmelanogaster	DNA					False	2018-02-05	modENCODE				1, 2							ENCFF604COI, ENCFF701QAP, ENCFF974FDL	24575	Kevin White, UChicago	586a42a1bb0ba49de9b8e9ecfda1e3b6		https://www.encodeproject.org/files/ENCFF076NRF/@@download/ENCFF076NRF.bed.gz	dm3				released	s3://encode-public/2017/12/24/2ab25717-9db7-4ebb-8dcc-4f2c93ea3e56/ENCFF076NRF.bed.gz				
ENCFF239XVM	bed narrowPeak	peaks and background as input for IDR	ENCSR829ZIC	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				stable transfection	insertion	/targets/N-dmelanogaster/				N-dmelanogaster	DNA					False	2018-02-05	modENCODE				2							ENCFF042RLD, ENCFF433GXZ	773578	Kevin White, UChicago	a3e276d22c6198c5d6864f8dbf85617d		https://www.encodeproject.org/files/ENCFF239XVM/@@download/ENCFF239XVM.bed.gz	dm6				released	s3://encode-public/2017/12/24/2c0bf9c9-3156-415d-8eeb-b2e5bef8170c/ENCFF239XVM.bed.gz				
