File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF574VKT	bed narrowPeak	optimal IDR thresholded peaks	ENCSR816TQX	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/Vsx2-dmelanogaster/		dm3 X 5380567 5475047		Vsx2-dmelanogaster	DNA					False	2018-07-06	modERN				1, 2							ENCFF168FQF, ENCFF168YBQ, ENCFF675TYB	71383	Kevin White, UChicago	9a3f23171761f25ea5bbb5c303bb89a2		https://www.encodeproject.org/files/ENCFF574VKT/@@download/ENCFF574VKT.bed.gz	dm6				released	s3://encode-public/2017/10/13/0827ff0f-575f-4c80-a135-f680a93e9ec1/ENCFF574VKT.bed.gz				
ENCFF737OAZ	bed narrowPeak	peaks and background as input for IDR	ENCSR933LXL	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/woc-dmelanogaster/		dm3 3R 23032819 23112747		woc-dmelanogaster	DNA					False	2016-07-06	modERN				3							ENCFF035ELZ, ENCFF985IAS	763742	Kevin White, UChicago	821e2d1440c70a21c3182c97c32aef2a		https://www.encodeproject.org/files/ENCFF737OAZ/@@download/ENCFF737OAZ.bed.gz	dm3				released	s3://encode-public/2015/10/16/f7196095-46cb-4d43-8084-78e7395ef458/ENCFF737OAZ.bed.gz				
ENCFF898SYB	bed narrowPeak	peaks and background as input for IDR	ENCSR933LXL	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/woc-dmelanogaster/		dm3 3R 23032819 23112747		woc-dmelanogaster	DNA					False	2016-07-06	modERN				1							ENCFF035ELZ, ENCFF240KBG	773998	Kevin White, UChicago	d6044b6f6dc57e1cb8a3d1815e3aff6c		https://www.encodeproject.org/files/ENCFF898SYB/@@download/ENCFF898SYB.bed.gz	dm3				released	s3://encode-public/2015/10/16/bade4989-39e2-4ef7-bb02-6487e7a03348/ENCFF898SYB.bed.gz				
ENCFF720MJA	bed narrowPeak	peaks and background as input for IDR	ENCSR933LXL	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/woc-dmelanogaster/		dm3 3R 23032819 23112747		woc-dmelanogaster	DNA					False	2016-07-06	modERN				1, 3							ENCFF035ELZ, ENCFF240KBG, ENCFF985IAS	774791	Kevin White, UChicago	a013d063d54c0a95b2673d8424d60cd9		https://www.encodeproject.org/files/ENCFF720MJA/@@download/ENCFF720MJA.bed.gz	dm3				released	s3://encode-public/2015/10/16/58008958-8e89-4ba6-8f7f-5ef50848b3b0/ENCFF720MJA.bed.gz				
ENCFF952FNB	bed narrowPeak	optimal IDR thresholded peaks	ENCSR933LXL	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/woc-dmelanogaster/		dm3 3R 23032819 23112747		woc-dmelanogaster	DNA					False	2016-07-06	modERN				1, 3							ENCFF720MJA, ENCFF737OAZ, ENCFF898SYB	153163	Kevin White, UChicago	cc5826e293cfb3a0853e7e29ddac3000		https://www.encodeproject.org/files/ENCFF952FNB/@@download/ENCFF952FNB.bed.gz	dm3				released	s3://encode-public/2015/10/16/b6090e23-d320-4ba9-9204-676907796fbe/ENCFF952FNB.bed.gz				
ENCFF910EOZ	bed narrowPeak	peaks and background as input for IDR	ENCSR933LXL	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/woc-dmelanogaster/		dm3 3R 23032819 23112747		woc-dmelanogaster	DNA					False	2016-07-06	modERN				1, 3							ENCFF121PZW, ENCFF415NTJ, ENCFF688WDF	775086	Kevin White, UChicago	997fb0f36f46f1bda74d26a63728a1fa		https://www.encodeproject.org/files/ENCFF910EOZ/@@download/ENCFF910EOZ.bed.gz	dm6				released	s3://encode-public/2016/06/22/e36b8295-ef11-40c2-a305-a00f72731f01/ENCFF910EOZ.bed.gz				
ENCFF074RLF	bed narrowPeak	peaks and background as input for IDR	ENCSR933LXL	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/woc-dmelanogaster/		dm3 3R 23032819 23112747		woc-dmelanogaster	DNA					False	2016-07-06	modERN				1							ENCFF121PZW, ENCFF688WDF	774413	Kevin White, UChicago	c167c74bd589e5bf1d8b1ab8636a9c79		https://www.encodeproject.org/files/ENCFF074RLF/@@download/ENCFF074RLF.bed.gz	dm6				released	s3://encode-public/2016/06/22/ea838f09-6008-4f1d-aab9-f136f45bf76f/ENCFF074RLF.bed.gz				
ENCFF106QQM	bed narrowPeak	peaks and background as input for IDR	ENCSR933LXL	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/woc-dmelanogaster/		dm3 3R 23032819 23112747		woc-dmelanogaster	DNA					False	2016-07-06	modERN				3							ENCFF121PZW, ENCFF415NTJ	761711	Kevin White, UChicago	1f33fbd5af2ce1656f79c8de3af6fe21		https://www.encodeproject.org/files/ENCFF106QQM/@@download/ENCFF106QQM.bed.gz	dm6				released	s3://encode-public/2016/06/22/64c0e20c-fd48-4625-8bf9-702f5a4163db/ENCFF106QQM.bed.gz				
ENCFF916ZJW	bed narrowPeak	optimal IDR thresholded peaks	ENCSR933LXL	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/woc-dmelanogaster/		dm3 3R 23032819 23112747		woc-dmelanogaster	DNA					False	2016-07-06	modERN				1, 3							ENCFF074RLF, ENCFF106QQM, ENCFF910EOZ	149691	Kevin White, UChicago	681c4cc9c4165b76e36158d274aa0984		https://www.encodeproject.org/files/ENCFF916ZJW/@@download/ENCFF916ZJW.bed.gz	dm6				released	s3://encode-public/2017/10/13/3d36e280-2cd4-492c-82bb-a79ae61e9e95/ENCFF916ZJW.bed.gz				
ENCFF940EIU	bed narrowPeak	peaks and background as input for IDR	ENCSR140RMO	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ab-dmelanogaster/		dm3 2L 11183407 11271079		ab-dmelanogaster	DNA					False	2016-07-06	modERN				1							ENCFF592ADH, ENCFF883YJO	682173	Kevin White, UChicago	b17d141c8c0c857aa470edc085a8b80b		https://www.encodeproject.org/files/ENCFF940EIU/@@download/ENCFF940EIU.bed.gz	dm3				released	s3://encode-public/2015/10/08/a8968905-7162-4f72-9659-378042731584/ENCFF940EIU.bed.gz				
ENCFF847CDJ	bed narrowPeak	peaks and background as input for IDR	ENCSR140RMO	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ab-dmelanogaster/		dm3 2L 11183407 11271079		ab-dmelanogaster	DNA					False	2016-07-06	modERN				2							ENCFF354CQX, ENCFF883YJO	782678	Kevin White, UChicago	1ee8aa380108dff52b1ca079e930c518		https://www.encodeproject.org/files/ENCFF847CDJ/@@download/ENCFF847CDJ.bed.gz	dm3				released	s3://encode-public/2015/10/08/74340aeb-0edb-48f4-8b3b-d79968ce4a44/ENCFF847CDJ.bed.gz				
ENCFF536HWZ	bed narrowPeak	peaks and background as input for IDR	ENCSR140RMO	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ab-dmelanogaster/		dm3 2L 11183407 11271079		ab-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2							ENCFF354CQX, ENCFF592ADH, ENCFF883YJO	476796	Kevin White, UChicago	eef4b4927b57e2a9fa0e238c49e4b013		https://www.encodeproject.org/files/ENCFF536HWZ/@@download/ENCFF536HWZ.bed.gz	dm3				released	s3://encode-public/2015/10/08/afdaab7d-3b8b-41d1-97f4-1e1ba72c6b8a/ENCFF536HWZ.bed.gz				
ENCFF207VJJ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR140RMO	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ab-dmelanogaster/		dm3 2L 11183407 11271079		ab-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2							ENCFF536HWZ, ENCFF847CDJ, ENCFF940EIU	30353	Kevin White, UChicago	db0d63687ff90ad7181cbfe4e30fdbf2		https://www.encodeproject.org/files/ENCFF207VJJ/@@download/ENCFF207VJJ.bed.gz	dm3				released	s3://encode-public/2015/10/08/69ec5e71-af27-40b7-b60a-22ca498dacdf/ENCFF207VJJ.bed.gz				
ENCFF421FGP	bed narrowPeak	peaks and background as input for IDR	ENCSR140RMO	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ab-dmelanogaster/		dm3 2L 11183407 11271079		ab-dmelanogaster	DNA					False	2016-07-06	modERN				2							ENCFF423TPT, ENCFF583VGX	778849	Kevin White, UChicago	a070074e9b9b872a47ac33ee4ea8d0f9		https://www.encodeproject.org/files/ENCFF421FGP/@@download/ENCFF421FGP.bed.gz	dm6				released	s3://encode-public/2016/06/21/e048fd2c-3ee6-4b4c-a7bb-40a4cef5ecff/ENCFF421FGP.bed.gz				
ENCFF902SFQ	bed narrowPeak	peaks and background as input for IDR	ENCSR140RMO	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ab-dmelanogaster/		dm3 2L 11183407 11271079		ab-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2							ENCFF423TPT, ENCFF542HCX, ENCFF583VGX	559001	Kevin White, UChicago	160dac56cebaaa4586ba5d0de74cbc8e		https://www.encodeproject.org/files/ENCFF902SFQ/@@download/ENCFF902SFQ.bed.gz	dm6				released	s3://encode-public/2016/06/22/71658b2b-f29f-48e5-b547-94f5db89a408/ENCFF902SFQ.bed.gz				
ENCFF045EMF	bed narrowPeak	peaks and background as input for IDR	ENCSR140RMO	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ab-dmelanogaster/		dm3 2L 11183407 11271079		ab-dmelanogaster	DNA					False	2016-07-06	modERN				1							ENCFF423TPT, ENCFF542HCX	780433	Kevin White, UChicago	94dbbd988b01e0531bbdfecc05e1099d		https://www.encodeproject.org/files/ENCFF045EMF/@@download/ENCFF045EMF.bed.gz	dm6				released	s3://encode-public/2016/06/22/3e3c04e5-12e7-4b4e-86e3-ebe20b604554/ENCFF045EMF.bed.gz				
ENCFF480LXX	bed narrowPeak	optimal IDR thresholded peaks	ENCSR140RMO	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ab-dmelanogaster/		dm3 2L 11183407 11271079		ab-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2							ENCFF045EMF, ENCFF421FGP, ENCFF902SFQ	36470	Kevin White, UChicago	3d705d77feb8dc91d1514f4fabf0f0da		https://www.encodeproject.org/files/ENCFF480LXX/@@download/ENCFF480LXX.bed.gz	dm6				released	s3://encode-public/2017/10/13/ae1caabb-0e1e-4b4f-9e73-d3148d35dd5f/ENCFF480LXX.bed.gz				
ENCFF749AUI	bed narrowPeak	peaks and background as input for IDR	ENCSR855AGQ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ey-dmelanogaster/		dm3 4 649827 743666		ey-dmelanogaster	DNA					False	2016-07-06	modERN				3							ENCFF102IUS, ENCFF915SJT	638723	Kevin White, UChicago	28b2274e62e3ad7f58ecb9af89e4c4e0		https://www.encodeproject.org/files/ENCFF749AUI/@@download/ENCFF749AUI.bed.gz	dm3				released	s3://encode-public/2015/10/16/c348e513-60c3-48d9-ab05-b2ff0e0e1ac7/ENCFF749AUI.bed.gz				
ENCFF354FZV	bed narrowPeak	peaks and background as input for IDR	ENCSR855AGQ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ey-dmelanogaster/		dm3 4 649827 743666		ey-dmelanogaster	DNA					False	2016-07-06	modERN				1							ENCFF102IUS, ENCFF160DOY	722449	Kevin White, UChicago	a30803ffe6c358a3518460fd4a4eb267		https://www.encodeproject.org/files/ENCFF354FZV/@@download/ENCFF354FZV.bed.gz	dm3				released	s3://encode-public/2015/10/16/8eeb5fc7-0864-4b03-ad30-7f0b73e9812e/ENCFF354FZV.bed.gz				
ENCFF097GLD	bed narrowPeak	peaks and background as input for IDR	ENCSR855AGQ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ey-dmelanogaster/		dm3 4 649827 743666		ey-dmelanogaster	DNA					False	2016-07-06	modERN				1, 3							ENCFF102IUS, ENCFF160DOY, ENCFF915SJT	750640	Kevin White, UChicago	b19b2f258e355779b50e93140fa022ff		https://www.encodeproject.org/files/ENCFF097GLD/@@download/ENCFF097GLD.bed.gz	dm3				released	s3://encode-public/2015/10/16/86d81683-4aee-421d-a96e-0f25ab84a741/ENCFF097GLD.bed.gz				
ENCFF974XHD	bed narrowPeak	optimal IDR thresholded peaks	ENCSR855AGQ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ey-dmelanogaster/		dm3 4 649827 743666		ey-dmelanogaster	DNA					False	2016-07-06	modERN				1, 3							ENCFF097GLD, ENCFF354FZV, ENCFF749AUI	132904	Kevin White, UChicago	43dec551bd0fc37e31133952f2328d3d		https://www.encodeproject.org/files/ENCFF974XHD/@@download/ENCFF974XHD.bed.gz	dm3				released	s3://encode-public/2015/10/16/3d2d93b0-1106-46ef-8ee5-138e500b1636/ENCFF974XHD.bed.gz				
ENCFF465TPE	bed narrowPeak	peaks and background as input for IDR	ENCSR855AGQ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ey-dmelanogaster/		dm3 4 649827 743666		ey-dmelanogaster	DNA					False	2016-07-06	modERN				1, 3							ENCFF080ETT, ENCFF432OOJ, ENCFF451VVG	749093	Kevin White, UChicago	fd3d18eefe5f8a16d96c0cae24fe90d0		https://www.encodeproject.org/files/ENCFF465TPE/@@download/ENCFF465TPE.bed.gz	dm6				released	s3://encode-public/2016/06/22/8be9862b-bf48-4027-ade9-3369c49ee7d3/ENCFF465TPE.bed.gz				
ENCFF692SZZ	bed narrowPeak	peaks and background as input for IDR	ENCSR855AGQ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ey-dmelanogaster/		dm3 4 649827 743666		ey-dmelanogaster	DNA					False	2016-07-06	modERN				1							ENCFF080ETT, ENCFF432OOJ	720423	Kevin White, UChicago	f7bb01a9ccefd31f12b4e8169d5fe28d		https://www.encodeproject.org/files/ENCFF692SZZ/@@download/ENCFF692SZZ.bed.gz	dm6				released	s3://encode-public/2016/06/22/93b13826-2f8a-4c83-89e2-c292b372a4fd/ENCFF692SZZ.bed.gz				
ENCFF729HCO	bed narrowPeak	peaks and background as input for IDR	ENCSR855AGQ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ey-dmelanogaster/		dm3 4 649827 743666		ey-dmelanogaster	DNA					False	2016-07-06	modERN				3							ENCFF432OOJ, ENCFF451VVG	695801	Kevin White, UChicago	3313f22b920b5ccef97bf7799f25a0ad		https://www.encodeproject.org/files/ENCFF729HCO/@@download/ENCFF729HCO.bed.gz	dm6				released	s3://encode-public/2016/06/22/468f84df-82e5-4b31-8f57-e64bfd214e6a/ENCFF729HCO.bed.gz				
ENCFF710HFR	bed narrowPeak	optimal IDR thresholded peaks	ENCSR855AGQ	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/ey-dmelanogaster/		dm3 4 649827 743666		ey-dmelanogaster	DNA					False	2016-07-06	modERN				1, 3							ENCFF465TPE, ENCFF692SZZ, ENCFF729HCO	135670	Kevin White, UChicago	012924c0bbbbf57b73940b329aec06bb		https://www.encodeproject.org/files/ENCFF710HFR/@@download/ENCFF710HFR.bed.gz	dm6				released	s3://encode-public/2017/10/13/3054ac8c-4234-47ef-b7b4-1bab3c10e330/ENCFF710HFR.bed.gz				
ENCFF351CRE	bed narrowPeak	peaks and background as input for IDR	ENCSR572ERS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/CG31627-dmelanogaster/		dm3 2L 21167444 21186424		CG31627-dmelanogaster	DNA					False	2016-07-06	modERN				1							ENCFF222PMK, ENCFF666TTY	725326	Kevin White, UChicago	75095c82be5124b7aad5c90879cc87f6		https://www.encodeproject.org/files/ENCFF351CRE/@@download/ENCFF351CRE.bed.gz	dm3				released	s3://encode-public/2015/10/16/5851e174-d824-43ab-8ac3-d33cb22d2670/ENCFF351CRE.bed.gz				
ENCFF575JER	bed narrowPeak	peaks and background as input for IDR	ENCSR572ERS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/CG31627-dmelanogaster/		dm3 2L 21167444 21186424		CG31627-dmelanogaster	DNA					False	2016-07-06	modERN				3							ENCFF222PMK, ENCFF280ZSM	601158	Kevin White, UChicago	2fd45fe886f3eb3dd84779e62c2c09f6		https://www.encodeproject.org/files/ENCFF575JER/@@download/ENCFF575JER.bed.gz	dm3				released	s3://encode-public/2015/10/16/7f662346-e1b1-48f8-815c-53ecc4101721/ENCFF575JER.bed.gz				
ENCFF994CBU	bed narrowPeak	peaks and background as input for IDR	ENCSR572ERS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/CG31627-dmelanogaster/		dm3 2L 21167444 21186424		CG31627-dmelanogaster	DNA					False	2016-07-06	modERN				2							ENCFF222PMK, ENCFF683DVI	678146	Kevin White, UChicago	22f4f92a91578d75e7a82030a4e8e771		https://www.encodeproject.org/files/ENCFF994CBU/@@download/ENCFF994CBU.bed.gz	dm3				released	s3://encode-public/2015/10/16/b4c8fb4e-9054-4e54-8407-e3ddd353630b/ENCFF994CBU.bed.gz				
ENCFF991OZJ	bed narrowPeak	peaks and background as input for IDR	ENCSR572ERS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/CG31627-dmelanogaster/		dm3 2L 21167444 21186424		CG31627-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2, 3							ENCFF222PMK, ENCFF280ZSM, ENCFF666TTY, ENCFF683DVI	640472	Kevin White, UChicago	426b7544d147a60f82c3ee1803ca98e9		https://www.encodeproject.org/files/ENCFF991OZJ/@@download/ENCFF991OZJ.bed.gz	dm3				released	s3://encode-public/2015/10/16/5ab8a378-0a34-4f05-8a1c-f7e7e8e55097/ENCFF991OZJ.bed.gz				
ENCFF667AOU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR572ERS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/CG31627-dmelanogaster/		dm3 2L 21167444 21186424		CG31627-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2, 3							ENCFF351CRE, ENCFF575JER, ENCFF991OZJ, ENCFF994CBU	154028	Kevin White, UChicago	b9b6583761ffd27f2881d9596f59163a		https://www.encodeproject.org/files/ENCFF667AOU/@@download/ENCFF667AOU.bed.gz	dm3				released	s3://encode-public/2015/10/16/165254f7-fa3e-4cdd-b296-957504e7bca2/ENCFF667AOU.bed.gz				
ENCFF480YJJ	bed narrowPeak	peaks and background as input for IDR	ENCSR572ERS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/CG31627-dmelanogaster/		dm3 2L 21167444 21186424		CG31627-dmelanogaster	DNA					False	2016-07-06	modERN				2							ENCFF009TNH, ENCFF795XVS	728043	Kevin White, UChicago	301bdad53002a452dd2f0e983b7e09b0		https://www.encodeproject.org/files/ENCFF480YJJ/@@download/ENCFF480YJJ.bed.gz	dm6				released	s3://encode-public/2016/06/22/bfd7ff69-4e00-45ab-bbec-f58c6217f2ca/ENCFF480YJJ.bed.gz				
ENCFF070MNN	bed narrowPeak	peaks and background as input for IDR	ENCSR572ERS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/CG31627-dmelanogaster/		dm3 2L 21167444 21186424		CG31627-dmelanogaster	DNA					False	2016-07-06	modERN				1							ENCFF009TNH, ENCFF482RYJ	722799	Kevin White, UChicago	5cd25034e27e8f5bdb8d7335e4e5b8db		https://www.encodeproject.org/files/ENCFF070MNN/@@download/ENCFF070MNN.bed.gz	dm6				released	s3://encode-public/2016/06/22/cb3d9308-4dcc-456f-8864-2f2a922f4dd6/ENCFF070MNN.bed.gz				
ENCFF252TBG	bed narrowPeak	peaks and background as input for IDR	ENCSR572ERS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/CG31627-dmelanogaster/		dm3 2L 21167444 21186424		CG31627-dmelanogaster	DNA					False	2016-07-06	modERN				3							ENCFF009TNH, ENCFF420HWC	639671	Kevin White, UChicago	f04365201bfcc3eb2c97d7663d12cb80		https://www.encodeproject.org/files/ENCFF252TBG/@@download/ENCFF252TBG.bed.gz	dm6				released	s3://encode-public/2016/06/22/9518c6fa-78ee-4d06-9b87-2e8553500140/ENCFF252TBG.bed.gz				
ENCFF180NHR	bed narrowPeak	peaks and background as input for IDR	ENCSR572ERS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/CG31627-dmelanogaster/		dm3 2L 21167444 21186424		CG31627-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2, 3							ENCFF009TNH, ENCFF420HWC, ENCFF482RYJ, ENCFF795XVS	688234	Kevin White, UChicago	6868920309c2a8f399d860c2274dbe2c		https://www.encodeproject.org/files/ENCFF180NHR/@@download/ENCFF180NHR.bed.gz	dm6				released	s3://encode-public/2016/06/22/c33ba47b-d049-408a-b201-4176ef92082b/ENCFF180NHR.bed.gz				
ENCFF087YMD	bed narrowPeak	optimal IDR thresholded peaks	ENCSR572ERS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/CG31627-dmelanogaster/		dm3 2L 21167444 21186424		CG31627-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2, 3							ENCFF070MNN, ENCFF180NHR, ENCFF252TBG, ENCFF480YJJ	157999	Kevin White, UChicago	007a67b22b2b5b6cfa522dc0cc0584c4		https://www.encodeproject.org/files/ENCFF087YMD/@@download/ENCFF087YMD.bed.gz	dm6				released	s3://encode-public/2017/10/13/8c449a4f-8d82-470f-ab32-ec935d1fbddd/ENCFF087YMD.bed.gz				
ENCFF763DBA	bed narrowPeak	peaks and background as input for IDR	ENCSR317SVS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/acj6-dmelanogaster/		dm3 X 15219510 15314098		acj6-dmelanogaster	DNA					False	2016-07-06	modERN				2							ENCFF348OZQ, ENCFF593RJV	752408	Kevin White, UChicago	48239a190c26949426e3685f83d940d8		https://www.encodeproject.org/files/ENCFF763DBA/@@download/ENCFF763DBA.bed.gz	dm3				released	s3://encode-public/2015/10/22/1e500e1d-62e8-491d-a739-ae32ff032d7f/ENCFF763DBA.bed.gz				
ENCFF894WGA	bed narrowPeak	peaks and background as input for IDR	ENCSR317SVS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/acj6-dmelanogaster/		dm3 X 15219510 15314098		acj6-dmelanogaster	DNA					False	2016-07-06	modERN				1							ENCFF348OZQ, ENCFF666IOR	746854	Kevin White, UChicago	ef4b140ed817c6c5cb085003f3871fa3		https://www.encodeproject.org/files/ENCFF894WGA/@@download/ENCFF894WGA.bed.gz	dm3				released	s3://encode-public/2015/10/22/75943222-a479-409d-abbd-d3b60bf40349/ENCFF894WGA.bed.gz				
ENCFF263APV	bed narrowPeak	peaks and background as input for IDR	ENCSR317SVS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/acj6-dmelanogaster/		dm3 X 15219510 15314098		acj6-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2, 3							ENCFF348OZQ, ENCFF558WCQ, ENCFF593RJV, ENCFF666IOR	756136	Kevin White, UChicago	03aa615264a4766a9ac88244e158f06e		https://www.encodeproject.org/files/ENCFF263APV/@@download/ENCFF263APV.bed.gz	dm3				released	s3://encode-public/2015/10/22/a6099af2-ca75-43c8-a9d2-6ee6d9116004/ENCFF263APV.bed.gz				
ENCFF439FLG	bed narrowPeak	peaks and background as input for IDR	ENCSR317SVS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/acj6-dmelanogaster/		dm3 X 15219510 15314098		acj6-dmelanogaster	DNA					False	2016-07-06	modERN				3							ENCFF348OZQ, ENCFF558WCQ	749520	Kevin White, UChicago	7ebc8ecdc78215b77601a28560dcc792		https://www.encodeproject.org/files/ENCFF439FLG/@@download/ENCFF439FLG.bed.gz	dm3				released	s3://encode-public/2015/10/22/80b0d181-35ff-4562-b968-296400c396ad/ENCFF439FLG.bed.gz				
ENCFF140WDO	bed narrowPeak	optimal IDR thresholded peaks	ENCSR317SVS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/acj6-dmelanogaster/		dm3 X 15219510 15314098		acj6-dmelanogaster	DNA					False	2016-07-06	modERN				1, 2, 3							ENCFF263APV, ENCFF439FLG, ENCFF763DBA, ENCFF894WGA	159939	Kevin White, UChicago	a03bb19c5b1b35556a0ce2b3e83c6286		https://www.encodeproject.org/files/ENCFF140WDO/@@download/ENCFF140WDO.bed.gz	dm3				released	s3://encode-public/2015/10/22/9a69292a-f8de-4f00-8212-5a1c4e19d4a4/ENCFF140WDO.bed.gz				
ENCFF513SYO	bed narrowPeak	peaks and background as input for IDR	ENCSR317SVS	ChIP-seq	UBERON:0000468	whole organism	whole organisms	Drosophila melanogaster				site-specific recombination	insertion	/targets/acj6-dmelanogaster/		dm3 X 15219510 15314098		acj6-dmelanogaster	DNA					False	2016-07-06	modERN				3							ENCFF756CWE, ENCFF937FAQ	747364	Kevin White, UChicago	7015abef30989d517f67fa7f87960a9c		https://www.encodeproject.org/files/ENCFF513SYO/@@download/ENCFF513SYO.bed.gz	dm6				released	s3://encode-public/2016/06/22/0e8ffbb8-692c-40f6-83b6-44d62106a70c/ENCFF513SYO.bed.gz				
